text,rev1,rev2,agreement,sense
"la garantie , virer ou non l'écran santé de demarrage , augmenter l'autonomie parce que les passme&co ça consome /fait moche /gène. </s><s> Une petite question pour que je comprenne ou j'ai raté... Si le %tage s'arrete, cela veut dire quoi ? </s><s> Que c'est",1,1,1,1
"pas une petite vanne de Florent pour detendre l'atmosphere. </s><s> C'est vrai que jeter des sacs plastiques dans la mer c'est moche . </s><s> Comme de laisser un papier par terre. </s><s> D'ailleurs est-ce de l'ecologie ou bien juste du savoir-vivre? </s><s> On est d'accord,",2,2,1,2
"me donne une idée: au jardin les cd ont leur utilité pour faire peur aux oiseaux, mais j'en mets pas parce que je les trouve moches . mais habillés comme ça, ils brilleront toujours et seront en même temps décoratifs dans mon potager. </s><s> Maryded </s><s> Sujet:",1,1,1,1
"surface, c'est pas dit qu'il me remarque... </s><s> on dirait maman qui sort son petit garçon - a t il des dons d'escalade </s><s> elle est moche , mais elle est riche - le valls pas aussi désintéréssé qu'on croit </s><s> Comme par hasard ! il n'est pas tombé amoureux de la",1,1,1,1
en hiver pour qu'ils ne trainent pas dans le coffre arrière. </s><s> 5/ Jantes </s><s> J'ai viré les enjoliveurs Aero que je trouve assez moches . </s><s> Les jantes sont plus sympa mais fragiles. </s><s> Elles marquent pas mal les coups de trottoirs que je leur ai infligés les,1,1,1,1
en est atteint ainsi qu'à des facteurs environementaux. </s><s> Il suffit parfois d'ouvrir ses rideaux et de voir qu'il fait moche pour déprimer. </s><s> Cette déprime devient pathologique uniquement lorsque l'individu n'arrive plus à s(intégrer dans la,1,1,1,1
"... je te comprend !! là il est scotché a son ihpone ! tant mieux pour toi, parceque le mien, il me fait genre, c bon on y va, c moche tout ca !! ahahaha Bisous ma belle ! </s><s> Lol la ca va il ralait pas, plongé dans son iPhone le temps devait passer plus vite lol =",2,1,0,2
"pelée ! mdrrr... ah moi la neige hein.. bien que c'est joli à la montagne rien à voir avec ici ou c'est franchement moche .. bon ben ce soir dodo tot, demain une journée m'attend dès 8H j'appelle mon toubib pour voir le rdv pour rappel kevin, ma",1,1,1,1
"Mais aucune aide turn, ni river. </s><s> Non, c'est une fois éliminé que Vincent s'est fait blouffer... par moi ! </s><s> « Ouah nan c'est moche ça ! » me lança-t-il avec malice en voyant que je le prenais en photo une fois son étiquette arrachée. </s><s> - T'inquiète, je l'",2,2,1,2
et on peut considéré que mes 8 mois avec des nattes n'ont servies à rien (à part avoir dreadé les racines) Attention c'est moche et ça pique les yeux (Mes vanilles ressemblent à des meringues qu'on voit dans les stand de confiseries dans les foires,1,1,1,1
". </s><s> W.W </s><s> llhzn, Posté le mercredi 28 mai 2014 23:23 </s><s> Argh mais c'est complètement une salope cette Meredith (son prénom est moche en plus mdrr) j'vais la tuer, mais d'où elle vole le premier baiser de zayn ? pute triple pute. </s><s> Je sens que je vais pas",1,1,1,1
"PBR. </s><s> C'est cool ça, mais pour l'icône du fichier .exe lui même.... comment en faire une jolie ?? la mienne est super moche ! merci d'avance. </s><s> Salut, pour l'icone du fichier .exe, vas dans l'application, bouton , onglet . </s><s> est-ce qu'on peut",1,1,1,1
"balançant le message qu'il faut sur ce port, il lui a été possible de récupérer le mot de passe du routeur en clair. </s><s> C'est moche . </s><s> Cela a été confirmé sur les Linksys WAG200G, Netgear DM111Pv2 et Linksys WAG320N (pour le moment...). </s><s> Si vous désirez",1,1,1,1
"classique, « qualitative », est mise en porte-à-faux : fin du beau paysage, fin du paysage banal, fin du paysage moche . </s><s> La structure, l'agencement spatial ont disparu, il ne reste que les éléments constitutifs originels ramenés à des",1,1,1,1
"y a pire x). </s><s> Le blog est court, le contenu ne m'intéresse pas personnellement (mais pour une fois qu'il y a pas de sms tout moche tout illisible dans un blog) _________________ http://akira.forumperso.com : le forum du jeu Akira et LoN, venez",1,1,1,1
en passer si tu aimes cette tenue ? il faut juste l'assumer. </s><s> Je vois bien pire (attention je n'ai pas dit que ta tenue était moche simplement je te démontre que d'autre osent !)dans la rue alors pourquoi pas ?! en tout cas c'est un bon coup de gaité ! on,1,1,1,1
"en équipe, même si pour cela je dois me faire des ennemis et m'appliquer à les niquer. </s><s> Il n y a aucune raison pour que les moches et les crétins aigris l'emportent. </s><s> A bas les mesquins, moi et les miens, on taille notre route. </s><s> Si j étais si troublé lors",1,3,0,3
"la chose, on est partis avec mon CE, ce qui fait qu'on s'est retrouvés dans un hôtel vraiment pas top, propre hein, mais moche , dans un coin paumé et avec un petit déj dégueulasse (oeufs en tube et tang en guise de jus d'orange je pense). </s><s> Mais bon, vu",1,1,1,1
"n'a pas voulu bouger Mais qu'elle cake !! </s><s> Bon mettons les choses au clair, c'est assez compliquer, oui mon lapin s'appel moche , non je ne suis pas une mal traiteuse de lapin ou quoi que ce sois, mon lapin s'appel Moche, point bar. </s><s> Euh, pour faire",1,1,1,1
"noirs puis des enfants blancs. </s><s> Tous les enfants préféraient les poupées blanches, et trouvaient les poupées noires moches ! </s><s> Et bien c'est pareil pour ce cas la! </s><s> Alors oui il faut éduquer les enfants, et faire en sorte que les petites filles ne se",1,1,1,1
"deux nouveaux dans l'Univers Etendu. </s><s> Bon, et le résultat n'est pas franchement folichon, sans être non plus carrément moches . </s><s> Mais certaines cases donnent l'impression de ne pas être achevées : on a l'impression de contempler des paysages à",1,1,1,1
"autorisés en classe: Valeureux liégeois, Li Bia Bouquet (La marseillaise est sanguinaire, mais la brabançonne est moche .) Le Vlaamse leeuw (tant qu'il aura des kleuten) vous donne droit à un rendez-vous au centre PMS pour une consultation",1,1,1,1
", des fuites de gaz, des chats dans la gorge (pas tous en meme temps), des revisions, beaucoup de fou rires, du beau, du moche et du kitsch </s><s> J'avais eu le malheur de venir à l'avance au rendez-vous que j'avais fixé avec Kazumi. </s><s> Je m'étais assise sur",1,1,1,1
"conscience qu'en français, tu ne peux pas vocaliser autant sans trahir quelque chose... Ce n'est pas tant que ce soit moche à entendre, mais c'est comme si tu cherchais à imiter une autre langue en français, et c'est ça que je trouve assez laid en",1,1,1,1
". </s><s> Je rentre pas dans les clous mais je peux voter quand même ? </s><s> Parce que **Jok **a un super avatar ! </s><s> Flad a un avatar aussi moche que lui ! </s><s> Je voterais bien pour Hyeud, mais comme il va me payer des bières je vais être accusé d'avoir été acheté. </s><s> Je vote",1,1,1,1
"septembre 2003 à 19h38 </s><s> Ce jeu passionnant, complet, beau (malgré la 2D) et prenant étale à plate couture l'ennuyeux et moche « Heroes of might & magic IV » </s><s> Le Louvain Innovation Network est un réseau mis en place à l'initiative de l'UCLouvain, qui",1,1,1,1
". </s><s> Si t'as pas lu, t'arrives dessus. </s><s> J'ai eu des problèmes avec Corti à une époque enfin il m'avait dans le pif . </s><s> C'est moche la double peine, je l'a souhaite à personne </s><s> Tiens tu es en Hollande, hs complet sur le pinard. </s><s> Hier je me suis fais insulté",2,1,0,2
" je trouve cette pochettre tout simplement hideuse. autant en n&b ca passait encore pas mal, autant ici c'est very moche ! (mais chacun ses gouts ) en esperant que le contenu sera meilleur que le contenant........ </s><s> je terminerai ici avant d",1,1,1,1
"des pros et ca a été pour moi le facteur décisif à l'adoption de cette technologie. </s><s> Adieux les boitiers Teko, couteux, moches , et jamais au bon format. </s><s> Il y a de nombreux exemples de réalisations ici même sur le forum. </s><s> J'utilise depuis longtemps 3",1,1,1,1
"vous conseil de traduire les paroles car elles sont magnifique aussi ^^. </s><s> Pete Doherty: ""Kate Moss est une vielle peau et moche , si j'étais avec elle c'est parce que c'est un bon coup et elle est multimillionaire"" [Mr mauvaise fois... - -' ] </s><s> (Il a dit",1,1,1,1
"fils je me demande bien ce que je fous encore dans ce monde. </s><s> Moi aussi. </s><s> Quand je vois les photos de mes amis je me sens nulle moche et grosse... </s><s> J'ai des TCA, donc je suis un peu obsessionnelle. </s><s> Je mange le moins possible et je fais autant de sport que je",1,1,1,1
